Xp,0,3,4,5,10,20,50,100
1,1.172019159,1.172019159,1.150422102,1.166521277,1.115082268,1.061539249,0.998979551,0.951586769
2,1.665045466,1.665045466,1.637505686,1.576628981,1.404262719,1.257848434,1.120442608,1.038631048
3,1.992080162,1.992080162,1.930425953,1.805659125,1.539150047,1.335478209,1.166050332,1.092182997
4,2.260344777,2.260344777,2.145360114,1.978857797,1.636076044,1.392599196,1.201477216,1.132583058
5,2.503379063,2.503379063,2.325937666,2.130656532,1.720841664,1.443675735,1.232753624,1.163252029
6,2.731873104,2.731873104,2.488701416,2.270767837,1.799334789,1.49101191,1.260738765,1.186537805
7,2.949422625,2.949422625,2.640073091,2.402161997,1.873053828,1.535133645,1.285811554,1.204217886
8,3.157412676,3.157412676,2.782685123,2.525957223,1.942520736,1.576296038,1.308277878,1.217641758
9,3.35653176,3.354788164,2.917744137,2.64275063,2.008031905,1.614702926,1.328408937,1.22783404
10,3.547241599,3.519279873,3.045913525,2.752981196,2.069823843,1.650539545,1.346447491,1.235572686
11,3.72992319,3.652363781,3.167643357,2.857029386,2.128110172,1.683978015,1.362611045,1.241448372
12,3.90492251,3.776479186,3.283294023,2.955245125,2.183090319,1.715178835,1.377094494,1.245909577
13,4.072565105,3.909563094,3.393182876,3.047956217,2.23495194,1.744291747,1.390072476,1.249296815
14,4.233161012,4.042665047,3.497602108,3.135471412,2.283871947,1.77145647,1.401701474,1.251868628
15,4.387006668,4.180269296,3.596825881,3.218081975,2.330017195,1.796803375,1.412121708,1.253821316
16,4.534385879,4.286447697,3.691113416,3.296062793,2.373545071,1.820454106,1.42145882,1.255303925
17,4.675570464,4.401594601,3.78071055,3.369673336,2.414604033,1.842522169,1.429825396,1.256429618
18,4.810820804,4.507791048,3.865850709,3.439158529,2.453334119,1.863113473,1.437322317,1.257284318
19,4.940386326,4.6184537,3.946755642,3.504749568,2.489867423,1.882326841,1.444039977,1.257933262
20,5.064505976,4.729116353,4.023636039,3.566664693,2.524328547,1.900254481,1.450059377,1.258425983
21,5.183408653,4.817375796,4.096692104,3.625109914,2.556835027,1.916982434,1.455453096,1.258800089
22,5.297313636,4.919087992,4.166114074,3.680279694,2.58749773,1.932590979,1.460286171,1.259084134
23,5.406430987,5.016315937,4.232082725,3.732357598,2.616421236,1.947155026,1.464616876,1.2592998
24,5.51096194,5.113543882,4.294769839,3.781516904,2.643704191,1.960744471,1.468497431,1.259463548
25,5.611099267,5.210771827,4.354338652,3.827921178,2.66943965,1.973424532,1.471974625,1.259587876
